Mark,Origin,Source Colony,Acclimation Tank,Group,Date Time,Yield,Day
forereef-2-variable,forereef,12,variable,FR-variable,8/3/07 21:15,0.187,2
forereef-2-variable,forereef,12,variable,FR-variable,8/3/07 21:15,0.143,2
forereef-3-variable,forereef,13,variable,FR-variable,8/3/07 21:15,0.086,2
forereef-3-variable,forereef,13,variable,FR-variable,8/3/07 21:15,0.252,2
forereef-3-variable,forereef,13,variable,FR-variable,8/3/07 21:15,0.192,2
forereef-4-stable,forereef,14,stable,FR-stable,8/3/07 21:15,0.333,2
forereef-4-stable,forereef,14,stable,FR-stable,8/3/07 21:15,0.184,2
forereef-4-stable,forereef,14,stable,FR-stable,8/3/07 21:15,0.361,2
forereef-4-variable,forereef,14,variable,FR-variable,8/3/07 21:15,0.421,2
forereef-4-variable,forereef,14,variable,FR-variable,8/3/07 21:15,0.45,2
forereef-4-variable,forereef,14,variable,FR-variable,8/3/07 21:15,0.422,2
forereef-5-stable,forereef,15,stable,FR-stable,8/3/07 21:15,0.209,2
forereef-5-stable,forereef,15,stable,FR-stable,8/3/07 21:15,0.298,2
forereef-5-stable,forereef,15,stable,FR-stable,8/3/07 21:15,0.086,2
forereef-5-variable,forereef,15,variable,FR-variable,8/3/07 21:15,0.211,2
forereef-5-variable,forereef,15,variable,FR-variable,8/3/07 21:15,0.222,2
forereef-5-variable,forereef,15,variable,FR-variable,8/3/07 21:15,0.175,2
HV-1-stable,HV,1,stable,HV-stable,8/4/07 21:15,0.148,3
HV-1-stable,HV,1,stable,HV-stable,8/4/07 21:15,0.14,3
HV-1-variable,HV,1,variable,HV-variable,8/4/07 21:15,0.155,3
HV-1-variable,HV,1,variable,HV-variable,8/4/07 21:15,0.175,3
HV-2-stable,HV,2,stable,HV-stable,8/4/07 21:15,0.102,3
HV-2-stable,HV,2,stable,HV-stable,8/4/07 21:15,0.432,3
HV-2-variable,HV,2,variable,HV-variable,8/4/07 21:15,0.129,3
HV-2-variable,HV,2,variable,HV-variable,8/4/07 21:15,0.138,3
HV-3-stable,HV,3,stable,HV-stable,8/4/07 21:15,0.242,3
HV-3-stable,HV,3,stable,HV-stable,8/4/07 21:15,0.32,3
HV-3-variable,HV,3,variable,HV-variable,8/4/07 21:15,0.3,3
HV-3-variable,HV,3,variable,HV-variable,8/4/07 21:15,0.311,3
HV-4-stable,HV,4,stable,HV-stable,8/4/07 21:15,0.294,3
HV-4-stable,HV,4,stable,HV-stable,8/4/07 21:15,0.293,3
HV-4-variable,HV,4,variable,HV-variable,8/4/07 21:15,0.277,3
HV-4-variable,HV,4,variable,HV-variable,8/4/07 21:15,0.304,3
HV-5-stable,HV,5,stable,HV-stable,8/4/07 21:15,0.421,3
HV-5-stable,HV,5,stable,HV-stable,8/4/07 21:15,0.178,3
HV-5-variable,HV,5,variable,HV-variable,8/4/07 21:15,0.323,3
HV-5-variable,HV,5,variable,HV-variable,8/4/07 21:15,0.446,3
MV-1-stable,MV,6,stable,MV-stable,8/4/07 21:15,0.363,3
MV-1-stable,MV,6,stable,MV-stable,8/4/07 21:15,0.372,3
MV-1-variable,MV,6,variable,MV-variable,8/4/07 21:15,0.388,3
MV-1-variable,MV,6,variable,MV-variable,8/4/07 21:15,0.375,3
MV-2-stable,MV,7,stable,MV-stable,8/4/07 21:15,0.309,3
MV-2-stable,MV,7,stable,MV-stable,8/4/07 21:15,0.323,3
MV-2-variable,MV,7,variable,MV-variable,8/4/07 21:15,0.3,3
MV-2-variable,MV,7,variable,MV-variable,8/4/07 21:15,0.326,3
MV-3-stable,MV,8,stable,MV-stable,8/4/07 21:15,0.206,3
MV-3-stable,MV,8,stable,MV-stable,8/4/07 21:15,0.168,3
MV-3-variable,MV,8,variable,MV-variable,8/4/07 21:15,0.153,3
MV-3-variable,MV,8,variable,MV-variable,8/4/07 21:15,0.215,3
MV-4-stable,MV,9,stable,MV-stable,8/4/07 21:15,0.288,3
MV-4-stable,MV,9,stable,MV-stable,8/4/07 21:15,0.162,3
MV-4-variable,MV,9,variable,MV-variable,8/4/07 21:15,0.122,3
MV-4-variable,MV,9,variable,MV-variable,8/4/07 21:15,0.211,3
MV-5-stable,MV,10,stable,MV-stable,8/4/07 21:15,0.15,3
MV-5-stable,MV,10,stable,MV-stable,8/4/07 21:15,0.454,3
MV-5-variable,MV,10,variable,MV-variable,8/4/07 21:15,0.11,3
MV-5-variable,MV,10,variable,MV-variable,8/4/07 21:15,0.212,3
forereef-1-stable,forereef,11,stable,FR-stable,8/4/07 21:15,0.005,3
forereef-1-stable,forereef,11,stable,FR-stable,8/4/07 21:15,0.016,3
forereef-1-variable,forereef,11,variable,FR-variable,8/4/07 21:15,0.039,3
forereef-1-variable,forereef,11,variable,FR-variable,8/4/07 21:15,0.012,3
forereef-2-stable,forereef,12,stable,FR-stable,8/4/07 21:15,0.189,3
forereef-2-stable,forereef,12,stable,FR-stable,8/4/07 21:15,0.38,3
forereef-2-variable,forereef,12,variable,FR-variable,8/4/07 21:15,0.094,3
forereef-2-variable,forereef,12,variable,FR-variable,8/4/07 21:15,0.081,3
forereef-3-variable,forereef,13,variable,FR-variable,8/4/07 21:15,0.06,3
forereef-3-variable,forereef,13,variable,FR-variable,8/4/07 21:15,0.016,3
forereef-4-stable,forereef,14,stable,FR-stable,8/4/07 21:15,0.083,3
forereef-4-stable,forereef,14,stable,FR-stable,8/4/07 21:15,0.084,3
forereef-4-variable,forereef,14,variable,FR-variable,8/4/07 21:15,0.119,3
forereef-4-variable,forereef,14,variable,FR-variable,8/4/07 21:15,0.132,3
forereef-5-stable,forereef,15,stable,FR-stable,8/4/07 21:15,0.131,3
forereef-5-stable,forereef,15,stable,FR-stable,8/4/07 21:15,0.112,3
forereef-5-variable,forereef,15,variable,FR-variable,8/4/07 21:15,0.08,3
forereef-5-variable,forereef,15,variable,FR-variable,8/4/07 21:15,0.079,3
HV-1-stable,HV,1,stable,HV-stable,8/5/07 21:15,0,4
HV-1-variable,HV,1,variable,HV-variable,8/5/07 21:15,0.006,4
HV-2-stable,HV,2,stable,HV-stable,8/5/07 21:15,0.018,4
HV-2-variable,HV,2,variable,HV-variable,8/5/07 21:15,0.027,4
HV-3-stable,HV,3,stable,HV-stable,8/5/07 21:15,0.043,4
HV-3-variable,HV,3,variable,HV-variable,8/5/07 21:15,0,4
HV-4-stable,HV,4,stable,HV-stable,8/5/07 21:15,0.037,4
HV-4-variable,HV,4,variable,HV-variable,8/5/07 21:15,0.015,4
HV-5-stable,HV,5,stable,HV-stable,8/5/07 21:15,0,4
HV-5-variable,HV,5,variable,HV-variable,8/5/07 21:15,0.005,4
MV-1-stable,MV,6,stable,MV-stable,8/5/07 21:15,0.004,4
MV-1-variable,MV,6,variable,MV-variable,8/5/07 21:15,0.004,4
MV-2-stable,MV,7,stable,MV-stable,8/5/07 21:15,0.015,4
MV-2-variable,MV,7,variable,MV-variable,8/5/07 21:15,0,4
MV-3-stable,MV,8,stable,MV-stable,8/5/07 21:15,0.018,4
MV-3-variable,MV,8,variable,MV-variable,8/5/07 21:15,0.01,4
MV-4-stable,MV,9,stable,MV-stable,8/5/07 21:15,0.043,4
MV-4-variable,MV,9,variable,MV-variable,8/5/07 21:15,0.016,4
MV-5-stable,MV,10,stable,MV-stable,8/5/07 21:15,0.042,4
MV-5-variable,MV,10,variable,MV-variable,8/5/07 21:15,0.041,4
forereef-1-stable,forereef,11,stable,FR-stable,8/5/07 21:15,0,4
forereef-1-variable,forereef,11,variable,FR-variable,8/5/07 21:15,0.027,4
forereef-2-stable,forereef,12,stable,FR-stable,8/5/07 21:15,0.02,4
forereef-2-variable,forereef,12,variable,FR-variable,8/5/07 21:15,0.013,4
forereef-3-variable,forereef,13,variable,FR-variable,8/5/07 21:15,0.021,4
forereef-4-stable,forereef,14,stable,FR-stable,8/5/07 21:15,0,4
forereef-4-variable,forereef,14,variable,FR-variable,8/5/07 21:15,0.042,4
forereef-5-stable,forereef,15,stable,FR-stable,8/5/07 21:15,0.014,4
forereef-5-variable,forereef,15,variable,FR-variable,8/5/07 21:15,0.018,4
